Mean_acc_1_x,Variance_acc_1_x,Mean_acc_1_y,Variance_acc_1_y,Mean_acc_1_z,Variance_acc_1_z,Mean_gyr_1_x,Variance_gyr_1_x,Mean_gyr_1_y,Variance_gyr_1_y,Mean_acc_2_x,Variance_acc_2_x,Mean_acc_2_y,Variance_acc_2_y,Mean_acc_2_z,Variance_acc_2_z,Mean_gyr_2_x,Variance_gyr_2_x,Mean_gyr_2_y,Variance_gyr_2_y,Mean_acc_3_x,Variance_acc_3_x,Mean_acc_3_y,Variance_acc_3_y,Mean_acc_3_z,Variance_acc_3_z,Mean_gyr_3_x,Variance_gyr_3_x,Mean_gyr_3_y,Variance_gyr_3_y
211.0625,45383.8710938,-651.28125,300270.514648,-617.53125,53145.5615234,469.15625,1132.00683594,366.25,1367.3125,413.625,22478.359375,-382.0625,291766.746094,-686.96875,43043.5302734,411.6875,610.27734375,390.84375,771.256835938,-84.09375,21261.3974609,-981.625,1584.171875,-190.71875,3406.45214844,422.1875,283.02734375,415.15625,57.3193359375
209.21875,45254.1083984,-738.59375,267434.678711,-567.28125,46358.2021484,469.25,1138.875,369.03125,1625.28027344,410.59375,22686.4912109,-476.65625,287438.725586,-638.65625,43863.0380859,414.84375,630.444335938,391.5625,817.30859375,-101.90625,19073.3349609,-981.9375,1604.30859375,-177.71875,3631.20214844,423.65625,289.413085938,415.25,57.625
201.28125,47049.3271484,-831.09375,220500.959961,-506.3125,29912.0273438,469.21875,1137.42089844,373.25,2071.6875,410.0,22601.875,-570.96875,261227.780273,-590.375,44578.921875,416.84375,624.319335938,392.875,907.671875,-116.1875,19439.5898438,-981.03125,1574.46777344,-164.125,3614.359375,424.5,266.5,415.53125,60.0615234375
188.4375,49505.4335938,-907.8125,161679.027344,-447.78125,13232.8583984,471.78125,1025.48339844,378.09375,2403.52246094,396.25,23926.8125,-668.84375,230257.819336,-538.59375,37844.6162109,416.15625,662.506835938,395.78125,1087.54589844,-124.375,18709.421875,-983.125,1546.921875,-156.71875,3163.88964844,424.46875,267.624023438,416.3125,73.90234375
206.15625,44291.5693359,-975.15625,101435.319336,-407.375,8274.859375,469.65625,1100.85058594,382.8125,2464.33984375,376.34375,26439.1630859,-763.15625,179864.631836,-481.78125,26238.2958984,416.4375,647.87109375,398.28125,1235.82714844,-126.1875,18510.0273438,-984.90625,1529.95996094,-144.65625,3009.97558594,424.34375,269.850585938,416.1875,70.96484375
231.21875,32710.7333984,-1021.0,65775.875,-383.46875,6805.06152344,462.625,1180.671875,385.5,2444.5625,366.84375,27209.1318359,-844.875,121574.359375,-425.9375,13622.6210938,417.5625,589.62109375,400.3125,1321.65234375,-124.0625,18478.8085938,-987.59375,1501.86621094,-137.53125,2766.49902344,422.96875,286.030273438,416.59375,73.9912109375
237.03125,31278.5302734,-1049.5,48454.25,-378.5625,6897.93359375,455.90625,1105.77246094,389.40625,2256.74121094,383.6875,21511.7148438,-912.8125,66508.2773438,-387.125,8571.546875,414.0625,711.99609375,402.46875,1343.87402344,-131.90625,17019.0224609,-991.15625,1233.19433594,-129.8125,2452.15234375,419.90625,237.209960938,417.40625,70.4912109375
228.4375,30653.6835938,-1029.8125,42989.7148438,-380.0625,6961.68359375,451.9375,1065.74609375,398.40625,1361.55371094,389.21875,19972.6083984,-962.375,34030.046875,-366.90625,8315.70996094,409.0625,756.62109375,406.75,1238.9375,-150.3125,13188.5273438,-992.9375,899.62109375,-121.125,1621.296875,417.0625,147.55859375,418.46875,67.2490234375
207.0,24032.75,-979.75,20057.0625,-378.1875,6675.27734375,444.53125,640.311523438,407.28125,766.452148438,376.375,19041.484375,-988.5,24918.875,-344.1875,4937.96484375,404.875,752.296875,412.40625,922.366210938,-160.28125,10403.7021484,-996.53125,741.499023438,-114.9375,1033.49609375,418.96875,120.592773438,419.78125,52.4208984375
164.125,6012.234375,-937.28125,4444.01464844,-358.84375,3850.06933594,444.9375,621.05859375,412.9375,345.87109375,359.8125,17759.9648438,-966.53125,18605.3115234,-340.0625,4391.30859375,398.90625,494.334960938,420.25,333.0,-127.5,1882.75,-990.84375,492.069335938,-113.6875,924.27734375,419.46875,89.9365234375,421.59375,32.4287109375
163.1875,5762.77734375,-927.25,3480.1875,-343.53125,2643.06152344,439.84375,377.569335938,412.65625,347.475585938,324.5625,4817.12109375,-928.375,4274.984375,-329.65625,2821.72558594,394.125,303.984375,424.65625,127.788085938,-124.125,1539.859375,-991.4375,494.55859375,-117.96875,885.905273438,417.5625,66.62109375,422.78125,21.7958984375
154.625,4572.734375,-926.625,3523.234375,-342.0,2491.0,434.875,149.796875,411.0625,352.05859375,312.65625,2848.53808594,-912.75,2328.25,-318.9375,2215.74609375,392.59375,283.741210938,426.40625,87.4287109375,-124.4375,1454.62109375,-995.0,437.1875,-121.375,696.359375,415.40625,26.5537109375,423.5,15.5
156.15625,4175.06933594,-919.34375,2976.91308594,-340.15625,2341.31933594,434.59375,152.366210938,408.09375,297.397460938,307.75,2362.8125,-919.375,2266.921875,-308.1875,2076.02734375,387.5,58.0625,425.40625,89.4912109375,-123.8125,1182.02734375,-991.6875,409.90234375,-122.0,685.5,414.09375,23.5224609375,423.6875,13.65234375
171.09375,1864.95996094,-914.21875,2172.54589844,-341.6875,2337.08984375,433.9375,144.87109375,404.1875,132.40234375,300.375,1538.359375,-918.125,2153.609375,-303.5,1712.0625,386.03125,35.7177734375,423.8125,81.21484375,-120.1875,890.21484375,-990.78125,495.420898438,-125.0625,537.80859375,413.5625,24.05859375,423.71875,13.2021484375
176.59375,1120.24121094,-915.75,2137.125,-347.1875,2101.27734375,430.65625,50.1005859375,402.34375,77.4755859375,305.53125,1247.31152344,-910.59375,1749.05371094,-303.53125,1636.37402344,385.8125,36.83984375,421.6875,46.15234375,-120.8125,890.83984375,-989.0,540.75,-122.90625,521.772460938,413.4375,25.05859375,423.25,7.25
177.1875,1102.27734375,-922.4375,1563.12109375,-354.8125,1352.90234375,430.875,44.796875,402.6875,79.08984375,312.5625,501.93359375,-908.15625,1626.25683594,-303.53125,1636.37402344,384.46875,22.9990234375,420.4375,20.99609375,-125.96875,871.530273438,-989.0,528.875,-125.6875,430.46484375,413.40625,24.6162109375,422.84375,5.3818359375
180.21875,841.983398438,-929.125,1241.671875,-356.03125,1263.21777344,432.15625,40.2568359375,404.09375,64.0849609375,312.90625,412.772460938,-914.75,1431.375,-306.6875,1385.52734375,384.125,15.921875,420.0625,16.18359375,-127.46875,929.499023438,-987.78125,548.108398438,-129.40625,281.928710938,413.78125,23.1708984375,422.75,5.375
174.71875,811.827148438,-927.0,1276.8125,-351.125,1399.484375,432.9375,37.74609375,406.0,26.625,310.125,564.546875,-921.34375,906.663085938,-310.21875,1211.92089844,385.0625,9.62109375,420.78125,16.1708984375,-128.375,899.734375,-989.875,651.421875,-128.46875,293.061523438,413.96875,22.3427734375,423.09375,5.2099609375
166.4375,637.68359375,-918.46875,531.124023438,-342.25,794.4375,432.34375,24.3505859375,406.53125,19.8740234375,307.375,523.109375,-923.15625,862.444335938,-311.5,1203.0,385.65625,9.7255859375,421.53125,12.0615234375,-123.53125,585.124023438,-990.1875,672.65234375,-127.5625,386.24609375,414.21875,22.7333984375,423.03125,5.5927734375
165.21875,565.358398438,-919.96875,455.592773438,-340.40625,505.678710938,433.3125,19.58984375,405.5,8.5,304.0,455.6875,-916.25,457.875,-307.71875,1028.63964844,385.8125,9.90234375,422.40625,5.5537109375,-125.09375,652.897460938,-987.8125,633.46484375,-127.5625,386.24609375,413.71875,16.5771484375,422.78125,6.0458984375
166.4375,554.49609375,-922.09375,462.834960938,-341.3125,499.58984375,433.375,19.171875,405.46875,8.4365234375,302.125,335.234375,-915.375,443.359375,-301.75,748.125,385.96875,10.7802734375,422.4375,5.62109375,-128.75,399.8125,-986.65625,593.225585938,-124.78125,382.983398438,413.5,13.125,422.40625,5.9912109375
165.53125,491.936523438,-919.65625,386.663085938,-343.46875,377.811523438,434.3125,26.33984375,405.75,8.0,299.375,274.171875,-914.78125,422.670898438,-299.5625,572.24609375,386.125,11.359375,422.34375,5.3505859375,-129.65625,355.850585938,-987.84375,577.194335938,-122.625,433.234375,414.4375,20.74609375,422.21875,5.8583984375
165.21875,494.670898438,-921.53125,450.124023438,-342.21875,433.670898438,435.46875,23.8740234375,406.71875,8.0146484375,300.28125,234.889648438,-917.4375,421.74609375,-304.0,471.125,386.53125,13.9365234375,422.28125,5.4521484375,-127.28125,556.452148438,-988.46875,597.624023438,-123.84375,434.194335938,415.40625,26.3037109375,422.21875,5.8583984375
168.0,573.1875,-918.5,521.875,-342.53125,455.311523438,436.0,19.125,406.4375,9.87109375,299.375,243.546875,-914.4375,322.37109375,-306.53125,387.124023438,387.34375,14.7255859375,423.0625,5.55859375,-123.90625,557.459960938,-989.09375,609.834960938,-123.84375,440.444335938,415.75,23.0,422.40625,6.0537109375
170.75,600.875,-919.0625,505.55859375,-340.6875,476.40234375,437.0,15.8125,407.1875,15.40234375,301.84375,318.444335938,-916.84375,298.381835938,-305.25,395.8125,388.15625,11.9443359375,423.5,3.9375,-121.15625,649.069335938,-989.125,541.609375,-122.0,444.875,416.40625,18.9912109375,422.4375,5.99609375
171.375,594.546875,-918.15625,525.694335938,-339.78125,475.108398438,437.125,14.359375,406.9375,16.24609375,300.34375,338.413085938,-917.1875,303.77734375,-303.34375,408.913085938,388.53125,9.1865234375,423.90625,3.5849609375,-119.34375,658.225585938,-992.75,587.375,-122.0,456.75,416.6875,17.27734375,422.1875,4.77734375
173.5625,594.37109375,-916.9375,568.62109375,-341.65625,469.913085938,437.0625,14.37109375,406.78125,14.9833984375,303.4375,372.12109375,-916.0,334.875,-305.5625,365.55859375,389.03125,5.8427734375,423.75,3.8125,-115.40625,465.741210938,-991.84375,526.381835938,-121.6875,474.77734375,416.625,18.734375,422.25,5.5
178.78125,499.420898438,-916.90625,625.897460938,-341.9375,466.87109375,436.65625,16.6005859375,406.71875,15.2021484375,304.625,370.859375,-912.4375,298.43359375,-306.21875,347.983398438,388.96875,6.2177734375,423.9375,4.05859375,-113.28125,491.827148438,-988.875,472.109375,-121.0625,460.24609375,416.5,19.875,422.46875,5.4365234375
179.40625,541.866210938,-917.5625,682.87109375,-343.5,356.4375,436.28125,19.0771484375,406.8125,17.02734375,310.15625,302.819335938,-911.875,313.796875,-308.125,253.921875,388.96875,6.1552734375,423.75,4.3125,-111.46875,600.124023438,-991.28125,442.327148438,-119.53125,474.811523438,416.1875,21.71484375,422.4375,5.68359375
183.09375,276.772460938,-915.75,629.0625,-346.5625,346.55859375,435.5,19.25,406.75,18.1875,311.375,296.984375,-913.0625,315.05859375,-308.46875,227.124023438,388.59375,7.4912109375,423.625,4.859375,-110.25,546.3125,-990.9375,461.93359375,-120.125,436.984375,415.75,22.125,422.65625,5.1005859375
185.53125,242.499023438,-916.96875,665.967773438,-344.75,449.875,435.1875,19.21484375,406.59375,18.9912109375,312.28125,284.702148438,-911.25,352.6875,-311.03125,196.217773438,388.0,9.6875,423.25,5.9375,-109.03125,489.530273438,-990.03125,470.967773438,-121.03125,412.280273438,415.625,25.109375,422.78125,4.6708984375
184.0,313.75,-914.84375,618.819335938,-345.0625,457.43359375,435.09375,19.3349609375,406.71875,19.2646484375,312.9375,302.74609375,-908.84375,298.381835938,-311.34375,194.225585938,387.5,9.875,423.25,5.875,-108.46875,515.811523438,-990.625,459.296875,-118.875,434.484375,415.1875,25.08984375,423.0625,4.68359375
182.15625,304.194335938,-913.3125,550.15234375,-344.71875,437.514648438,434.09375,11.6474609375,406.75,18.75,314.4375,263.12109375,-910.34375,289.163085938,-309.0625,239.05859375,387.15625,9.5693359375,423.15625,5.6318359375,-106.03125,525.717773438,-992.71875,538.827148438,-119.46875,409.936523438,414.40625,14.9287109375,423.125,4.296875
182.1875,286.90234375,-915.71875,520.514648438,-346.25,418.6875,433.65625,9.6005859375,406.25,16.0625,313.21875,270.170898438,-910.03125,260.530273438,-306.84375,279.194335938,386.625,7.609375,423.09375,5.6474609375,-112.125,589.359375,-990.90625,516.584960938,-117.0,445.5,414.03125,12.9052734375,423.28125,5.0771484375
180.9375,313.30859375,-914.53125,497.936523438,-343.5,367.6875,433.71875,8.6396484375,406.0625,12.37109375,312.59375,251.303710938,-908.21875,246.483398438,-309.71875,255.639648438,385.96875,4.9677734375,422.6875,4.40234375,-111.84375,667.756835938,-992.71875,453.014648438,-117.625,458.859375,413.96875,10.7177734375,423.3125,5.27734375
180.03125,301.405273438,-913.625,475.421875,-344.125,347.921875,433.1875,4.15234375,405.9375,8.62109375,312.90625,248.334960938,-909.40625,308.991210938,-309.40625,244.116210938,385.78125,3.7333984375,422.71875,4.4521484375,-111.84375,661.506835938,-992.6875,503.33984375,-117.59375,447.553710938,414.03125,10.9052734375,423.21875,5.5458984375
179.4375,335.24609375,-916.03125,527.467773438,-344.125,329.796875,433.09375,3.9599609375,405.78125,7.6708984375,315.34375,196.538085938,-909.375,320.046875,-307.5,285.5625,385.71875,3.5771484375,422.4375,3.55859375,-113.0625,699.55859375,-990.84375,491.131835938,-120.375,440.796875,413.6875,10.71484375,423.3125,6.08984375
178.21875,288.358398438,-919.0625,531.30859375,-343.8125,392.33984375,432.8125,4.77734375,405.59375,7.4287109375,315.03125,201.030273438,-912.65625,336.788085938,-307.8125,285.77734375,385.5625,3.37109375,422.40625,3.6162109375,-111.84375,702.194335938,-990.875,473.546875,-120.0625,426.55859375,413.71875,10.3896484375,423.40625,5.8037109375
177.90625,280.272460938,-916.3125,399.96484375,-343.21875,393.545898438,432.78125,4.8583984375,405.5625,7.80859375,314.09375,218.959960938,-912.90625,323.709960938,-309.0625,290.93359375,385.375,3.359375,422.34375,3.5380859375,-113.0625,598.87109375,-990.5625,477.12109375,-118.53125,487.436523438,413.625,10.609375,423.46875,5.4990234375
175.75,306.3125,-919.03125,397.217773438,-343.46875,383.436523438,432.6875,5.52734375,405.53125,5.8740234375,312.84375,195.131835938,-912.90625,323.709960938,-309.6875,295.46484375,385.03125,3.7802734375,422.34375,3.6005859375,-111.8125,573.65234375,-989.96875,499.405273438,-121.3125,432.96484375,413.5,10.9375,423.4375,5.30859375
173.0,343.0,-919.9375,381.74609375,-344.0625,314.43359375,432.4375,5.80859375,405.34375,5.0380859375,313.15625,198.256835938,-912.59375,292.241210938,-307.78125,312.358398438,384.9375,4.12109375,422.53125,3.9365234375,-113.65625,715.788085938,-989.40625,472.053710938,-119.78125,448.295898438,413.53125,10.2490234375,423.4375,5.12109375
173.90625,296.959960938,-918.71875,358.327148438,-341.625,267.359375,432.6875,7.27734375,405.4375,4.43359375,311.65625,234.038085938,-914.375,301.796875,-307.15625,292.944335938,384.875,4.484375,422.53125,3.9365234375,-114.875,690.609375,-990.875,588.171875,-119.46875,452.436523438,413.03125,7.5927734375,423.5625,5.37109375
172.09375,332.397460938,-919.3125,344.96484375,-338.625,323.796875,432.59375,6.3037109375,405.71875,4.5771484375,309.1875,280.71484375,-914.0625,305.68359375,-307.15625,312.319335938,384.875,4.484375,422.40625,3.5537109375,-115.15625,676.756835938,-991.46875,609.936523438,-120.09375,432.084960938,413.25,8.0625,423.3125,5.21484375
171.78125,320.483398438,-920.84375,433.506835938,-338.96875,311.655273438,432.625,6.234375,405.78125,4.6708984375,308.875,281.359375,-911.9375,263.68359375,-309.09375,226.147460938,384.65625,3.2255859375,422.375,3.609375,-118.5,701.3125,-989.09375,516.584960938,-120.09375,419.584960938,413.25,6.5625,423.09375,4.7099609375
173.34375,334.350585938,-922.65625,422.538085938,-337.78125,271.858398438,433.0,7.9375,405.65625,5.1630859375,310.375,253.921875,-911.90625,258.584960938,-304.9375,285.87109375,384.9375,4.49609375,422.375,3.734375,-118.46875,570.749023438,-988.1875,540.40234375,-121.9375,336.55859375,413.40625,7.4912109375,422.9375,5.43359375
172.125,355.171875,-922.03125,401.030273438,-338.375,288.984375,433.15625,7.9443359375,405.5625,5.30859375,308.84375,263.569335938,-913.4375,228.87109375,-303.6875,264.15234375,385.21875,5.0458984375,422.375,3.796875,-119.09375,579.772460938,-988.46875,526.936523438,-120.4375,377.43359375,413.78125,9.1708984375,422.75,4.6875
169.34375,382.163085938,-921.125,373.984375,-339.5625,315.49609375,433.4375,8.87109375,405.59375,4.9912109375,305.15625,265.006835938,-913.4375,228.87109375,-304.0,266.75,385.5,6.5,422.28125,3.9521484375,-121.8125,547.40234375,-989.09375,558.459960938,-121.96875,366.342773438,413.9375,9.62109375,422.625,4.921875
169.34375,375.913085938,-922.96875,402.592773438,-340.15625,247.944335938,433.78125,9.2958984375,405.59375,5.3662109375,304.21875,233.795898438,-912.8125,239.71484375,-306.5625,201.24609375,385.46875,6.3740234375,422.375,4.234375,-121.1875,572.40234375,-988.21875,541.108398438,-121.34375,352.163085938,414.3125,9.08984375,422.34375,3.7255859375
169.34375,375.913085938,-922.0625,352.87109375,-339.25,245.6875,434.09375,7.5849609375,405.5,5.25,303.625,258.671875,-911.90625,230.397460938,-305.59375,204.741210938,385.84375,6.6943359375,422.5,3.9375,-123.0,550.3125,-989.71875,559.202148438,-119.78125,313.295898438,414.65625,7.5380859375,422.40625,4.4287109375
170.59375,397.241210938,-920.59375,330.241210938,-338.34375,229.913085938,434.4375,6.62109375,405.71875,4.5771484375,303.3125,249.58984375,-914.3125,234.90234375,-304.96875,195.092773438,386.09375,6.6474609375,422.53125,3.6240234375,-123.3125,560.83984375,-992.09375,661.459960938,-119.46875,347.436523438,414.75,6.8125,422.25,4.0625
170.90625,342.397460938,-921.1875,379.08984375,-337.4375,243.12109375,434.71875,4.8896484375,405.75,4.4375,302.40625,281.866210938,-912.8125,221.58984375,-304.3125,191.65234375,386.4375,5.24609375,422.4375,3.30859375,-124.84375,497.944335938,-990.59375,617.241210938,-118.84375,342.631835938,415.125,4.859375,422.15625,4.1318359375
173.6875,312.96484375,-921.1875,379.08984375,-338.0625,237.18359375,434.8125,4.52734375,405.53125,3.7490234375,303.3125,292.08984375,-911.34375,227.038085938,-305.59375,179.116210938,386.625,5.046875,422.53125,2.9990234375,-122.40625,505.116210938,-987.59375,521.553710938,-120.375,317.671875,414.9375,6.12109375,422.15625,4.1943359375
175.84375,304.506835938,-921.46875,452.686523438,-338.03125,248.780273438,434.75,4.5625,405.59375,4.0537109375,306.96875,255.717773438,-911.0625,217.87109375,-302.71875,210.827148438,387.03125,3.2177734375,422.625,2.921875,-123.0,613.5625,-988.8125,496.52734375,-118.53125,394.936523438,415.125,5.984375,422.09375,4.5849609375
175.21875,316.420898438,-919.9375,400.49609375,-340.71875,197.702148438,434.5,5.0625,405.71875,5.3271484375,307.59375,262.866210938,-914.96875,294.780273438,-303.34375,203.913085938,387.0625,3.24609375,422.6875,2.83984375,-124.5,629.6875,-989.09375,572.959960938,-118.8125,373.90234375,414.65625,5.8505859375,422.125,4.421875
175.21875,316.420898438,-921.4375,395.05859375,-341.65625,179.225585938,434.3125,4.71484375,405.875,5.234375,306.71875,272.077148438,-915.59375,285.678710938,-304.34375,197.788085938,386.875,3.671875,422.5,2.125,-121.15625,532.069335938,-988.5,582.8125,-119.125,376.421875,414.65625,6.2255859375,422.21875,4.4208984375
177.65625,271.163085938,-922.0625,400.99609375,-339.8125,249.02734375,434.25,4.5,406.09375,4.5224609375,306.125,293.671875,-916.15625,309.444335938,-306.25,135.875,386.53125,3.3115234375,422.46875,2.0615234375,-121.4375,512.87109375,-989.6875,603.08984375,-116.96875,390.405273438,414.34375,5.6630859375,422.5,4.5625
176.125,324.546875,-922.375,410.234375,-336.78125,264.233398438,434.0625,4.30859375,406.15625,4.2568359375,307.03125,346.530273438,-914.9375,292.49609375,-304.0,195.5,386.46875,3.3740234375,422.59375,1.9287109375,-122.0625,505.68359375,-991.15625,638.819335938,-117.5625,404.37109375,414.09375,4.2099609375,422.375,4.609375
179.21875,267.295898438,-922.0625,444.12109375,-338.625,257.546875,433.65625,3.1630859375,406.09375,3.7724609375,307.625,330.109375,-916.46875,310.499023438,-303.34375,190.788085938,386.3125,2.65234375,422.59375,1.9287109375,-122.0625,523.80859375,-989.34375,612.725585938,-114.15625,513.569335938,413.875,4.546875,422.59375,5.9287109375
179.53125,268.311523438,-923.90625,475.522460938,-338.34375,252.475585938,433.84375,4.0068359375,406.125,3.296875,308.875,299.484375,-917.6875,305.58984375,-302.71875,178.327148438,386.25,2.5625,422.3125,1.46484375,-121.46875,541.936523438,-990.21875,593.670898438,-113.53125,495.874023438,413.9375,5.18359375,422.6875,6.15234375
179.84375,287.881835938,-923.25,479.4375,-339.25,256.375,433.6875,4.65234375,406.0,3.5,308.84375,287.944335938,-918.59375,349.553710938,-304.3125,191.65234375,386.09375,2.5849609375,422.125,1.546875,-120.875,506.796875,-990.1875,570.52734375,-111.71875,510.827148438,413.96875,5.2802734375,422.625,6.359375
178.90625,303.584960938,-921.09375,448.272460938,-338.3125,289.08984375,433.53125,4.1865234375,406.125,3.671875,311.0,256.8125,-917.375,356.671875,-303.34375,203.913085938,386.0625,2.62109375,422.25,1.9375,-122.09375,528.459960938,-988.71875,539.389648438,-112.3125,464.15234375,413.84375,5.2568359375,422.65625,6.2880859375
178.5625,291.68359375,-922.9375,471.37109375,-339.53125,273.436523438,433.46875,3.9990234375,406.15625,3.5693359375,311.3125,261.08984375,-920.6875,331.71484375,-303.0,207.8125,386.0,2.875,422.1875,1.90234375,-121.15625,545.944335938,-991.09375,630.084960938,-112.625,464.484375,413.96875,5.7802734375,422.65625,6.3505859375
178.5625,291.68359375,-922.375,499.671875,-340.4375,268.93359375,433.5625,3.87109375,406.0,3.1875,309.8125,266.96484375,-921.59375,302.553710938,-303.3125,210.83984375,385.90625,2.6474609375,422.46875,3.3115234375,-123.28125,621.514648438,-994.40625,626.866210938,-112.0,438.625,414.09375,5.1474609375,422.78125,6.1083984375
178.5625,266.68359375,-920.875,444.671875,-338.03125,323.905273438,433.5,3.25,406.15625,3.2568359375,308.875,244.484375,-920.0625,318.37109375,-305.90625,161.147460938,385.96875,3.0302734375,422.34375,3.2880859375,-124.46875,602.811523438,-993.8125,661.15234375,-112.0,414.25,414.1875,5.21484375,422.84375,6.3818359375
178.25,265.0625,-920.59375,405.178710938,-337.75,318.5,433.46875,3.3115234375,405.9375,2.43359375,310.0625,230.30859375,-917.03125,278.092773438,-302.375,220.546875,386.0625,3.12109375,422.5,4.0625,-124.75,606.125,-994.40625,644.991210938,-111.09375,459.459960938,414.21875,4.9833984375,422.75,6.0
178.53125,308.749023438,-921.53125,403.811523438,-338.96875,264.155273438,433.28125,3.2021484375,405.78125,1.9833984375,310.65625,228.413085938,-917.9375,273.68359375,-302.375,233.671875,386.3125,3.40234375,422.46875,4.1865234375,-123.5625,625.49609375,-993.15625,638.131835938,-109.84375,428.131835938,414.28125,5.4521484375,422.75,6.125
180.09375,243.334960938,-921.25,401.5625,-338.03125,301.967773438,433.375,3.484375,405.78125,2.3583984375,312.53125,124.311523438,-916.75,284.0,-302.6875,237.08984375,386.28125,3.4521484375,422.4375,3.93359375,-121.4375,619.99609375,-993.78125,615.670898438,-108.90625,513.209960938,414.15625,5.0693359375,422.8125,6.02734375
179.78125,267.670898438,-920.03125,338.217773438,-338.9375,229.49609375,433.21875,3.7958984375,405.75,2.625,312.84375,127.631835938,-916.125,315.296875,-305.59375,179.741210938,385.96875,3.7177734375,422.3125,4.02734375,-120.78125,597.295898438,-993.1875,597.83984375,-108.3125,549.58984375,414.125,5.234375,422.875,5.796875
