Mean_acc_1_x,Variance_acc_1_x,Mean_acc_1_y,Variance_acc_1_y,Mean_acc_1_z,Variance_acc_1_z,Mean_gyr_1_x,Variance_gyr_1_x,Mean_gyr_1_y,Variance_gyr_1_y,Mean_acc_2_x,Variance_acc_2_x,Mean_acc_2_y,Variance_acc_2_y,Mean_acc_2_z,Variance_acc_2_z,Mean_gyr_2_x,Variance_gyr_2_x,Mean_gyr_2_y,Variance_gyr_2_y,Mean_acc_3_x,Variance_acc_3_x,Mean_acc_3_y,Variance_acc_3_y,Mean_acc_3_z,Variance_acc_3_z,Mean_gyr_3_x,Variance_gyr_3_x,Mean_gyr_3_y,Variance_gyr_3_y
317.78125,8805.92089844,-926.9375,4552.30859375,-203.3125,8592.21484375,388.40625,1638.67871094,397.625,329.921875,403.90625,6718.58496094,-907.5625,4226.43359375,-189.4375,10979.1210938,352.0,1396.75,407.40625,368.803710938,-111.90625,24550.4599609,-992.34375,1820.10058594,-2.875,49281.359375,367.375,3090.359375,432.78125,225.108398438
327.0,8279.5,-929.6875,4720.27734375,-183.40625,9967.92871094,380.75,1548.0625,396.9375,339.93359375,412.46875,6221.37402344,-906.34375,4211.10058594,-166.75,14174.75,346.84375,1310.06933594,407.71875,379.327148438,-124.3125,27561.5898438,-994.71875,2121.57714844,1.71875,48804.7021484,357.6875,3028.83984375,435.34375,246.163085938
323.34375,8918.78808594,-936.6875,5082.15234375,-176.34375,9066.72558594,371.28125,1471.38964844,394.65625,367.225585938,420.40625,5846.67871094,-912.6875,5064.58984375,-146.25,16135.25,340.375,1237.796875,406.3125,358.90234375,-124.625,27595.671875,-1000.09375,2787.70996094,7.28125,47720.7021484,349.65625,2766.66308594,437.78125,233.420898438
324.59375,8800.11621094,-933.03125,5296.84277344,-171.15625,8222.31933594,360.0625,1362.30859375,392.125,385.484375,425.90625,5194.52246094,-917.21875,5508.17089844,-135.1875,15253.9648438,332.1875,1161.27734375,403.65625,347.913085938,-121.25,27580.75,-999.8125,2864.71484375,15.59375,46334.7412109,338.15625,2561.00683594,440.5,212.625
319.96875,9890.03027344,-938.53125,5569.37402344,-166.53125,7365.93652344,348.4375,1059.12109375,389.53125,383.686523438,429.0,4904.5625,-914.1875,5586.58984375,-129.1875,14601.9023438,322.65625,1049.03808594,400.1875,343.96484375,-124.59375,27849.7412109,-1001.59375,2894.86621094,34.96875,45493.2177734,327.1875,2118.83984375,444.0625,227.05859375
302.78125,8086.92089844,-944.5625,4817.62109375,-155.15625,6516.00683594,341.125,777.046875,390.09375,392.647460938,432.6875,4246.77734375,-910.90625,5591.77246094,-120.03125,13473.5927734,311.71875,914.514648438,397.0625,317.49609375,-141.59375,30073.5537109,-994.125,3506.109375,61.8125,39414.6523438,316.90625,1380.14746094,446.78125,225.295898438
291.125,7220.734375,-958.84375,3343.94433594,-135.28125,5240.57714844,336.375,503.671875,391.78125,418.233398438,427.75,4077.625,-918.78125,5876.29589844,-104.25,11725.1875,302.90625,604.272460938,394.6875,259.52734375,-187.34375,20073.6630859,-992.375,3779.921875,89.59375,31595.3037109,311.625,1115.484375,450.15625,190.506835938
273.03125,3658.53027344,-967.34375,3172.16308594,-131.3125,4967.33984375,336.5,486.3125,394.59375,372.053710938,413.3125,4455.52734375,-930.1875,4163.02734375,-78.09375,7944.70996094,298.375,459.796875,394.625,257.859375,-230.375,14103.171875,-979.59375,4178.86621094,117.0625,27045.1210938,314.6875,1116.40234375,453.1875,110.96484375
258.9375,3501.43359375,-982.5,5247.1875,-131.625,4955.171875,342.875,739.421875,400.125,387.234375,397.3125,1812.83984375,-948.21875,2809.60839844,-61.375,6149.296875,296.0625,342.68359375,396.65625,254.350585938,-258.0,10514.0625,-981.34375,4701.47558594,109.3125,22883.3398438,324.0625,1177.80859375,455.375,43.546875
260.1875,3491.96484375,-985.21875,5646.60839844,-121.5,6061.25,351.75,1357.5625,403.9375,451.74609375,385.6875,1362.77734375,-949.71875,2866.95214844,-47.21875,6372.73339844,298.90625,422.584960938,401.875,220.734375,-250.09375,7671.95996094,-984.03125,4740.65527344,71.59375,9902.67871094,332.3125,1239.96484375,453.46875,82.4990234375
251.9375,3547.99609375,-987.3125,5466.40234375,-125.1875,5656.77734375,354.96875,1613.40527344,401.03125,385.717773438,379.875,1323.046875,-964.46875,4991.74902344,-42.8125,6406.90234375,306.3125,781.77734375,406.25,253.3125,-261.34375,7588.97558594,-981.0625,5071.05859375,61.6875,7867.58984375,330.53125,1081.43652344,451.09375,113.897460938
230.78125,3681.29589844,-987.9375,4996.30859375,-137.46875,4936.49902344,359.3125,1919.52734375,400.28125,375.952148438,373.78125,1389.35839844,-967.15625,4934.56933594,-48.75,5560.125,310.84375,1097.00683594,406.34375,253.413085938,-270.75,6316.4375,-979.5625,4534.49609375,68.1875,7997.96484375,339.21875,1738.42089844,448.125,145.859375
216.71875,3247.88964844,-987.3125,4803.83984375,-148.5,5446.0,367.4375,2275.30859375,401.40625,355.803710938,362.78125,1178.79589844,-970.78125,4675.79589844,-49.6875,5433.46484375,313.90625,1289.08496094,405.90625,237.584960938,-274.0625,6382.12109375,-977.46875,3770.18652344,70.0,7637.5,347.75,2201.8125,444.96875,232.155273438
202.9375,4340.43359375,-978.21875,6269.29589844,-163.21875,9911.60839844,375.03125,2194.65527344,403.5,301.9375,354.1875,1042.77734375,-974.375,4330.359375,-53.1875,5509.08984375,320.65625,1650.41308594,407.96875,258.842773438,-275.25,6690.4375,-968.25,4172.4375,61.0,11464.875,358.90625,2673.14746094,442.34375,306.163085938
185.84375,7248.06933594,-971.21875,7916.17089844,-185.90625,17796.0224609,389.125,2122.734375,404.875,266.984375,342.53125,1237.56152344,-968.0625,4697.93359375,-60.125,7366.921875,328.46875,1815.99902344,410.5625,229.74609375,-272.25,7645.0,-977.15625,5499.69433594,38.46875,18734.7490234,369.875,2295.796875,438.78125,329.295898438
200.5625,9698.43359375,-965.75,8132.5625,-211.0625,25416.1835938,402.0625,1705.12109375,402.5,406.25,326.59375,2926.67871094,-967.75,5107.375,-75.875,14433.046875,338.65625,1742.22558594,412.78125,154.108398438,-271.625,7635.484375,-969.125,5639.921875,12.25,21207.75,381.0625,1863.80859375,434.84375,295.944335938
211.28125,12657.2021484,-971.21875,7885.73339844,-238.9375,27697.5585938,409.625,1170.671875,401.0625,418.74609375,325.40625,2857.49121094,-962.9375,5641.18359375,-107.125,26785.171875,351.6875,1524.02734375,414.53125,102.311523438,-271.0,7975.0,-975.09375,5279.02246094,-8.125,22635.109375,390.25,1302.375,431.125,218.546875
205.5,12322.5,-968.1875,7545.58984375,-266.1875,25641.2773438,416.59375,813.991210938,401.125,423.921875,330.0,3336.4375,-957.5,6100.3125,-133.03125,31016.3427734,361.875,1117.671875,415.9375,78.18359375,-266.75,7655.4375,-970.90625,5389.27246094,-18.0,21878.375,400.875,825.171875,428.1875,154.77734375
203.96875,11974.0927734,-967.0,7459.75,-274.46875,24190.8740234,427.3125,635.08984375,403.90625,516.209960938,330.03125,3555.40527344,-961.96875,6053.90527344,-158.25,31138.625,367.875,711.484375,417.71875,61.0771484375,-251.28125,6842.07714844,-980.75,4664.6875,-37.71875,16684.7021484,409.625,484.859375,425.3125,76.15234375
206.71875,11996.5146484,-946.0625,4624.68359375,-281.84375,22142.0068359,431.6875,641.71484375,403.0625,475.68359375,321.1875,3360.77734375,-955.34375,5899.60058594,-172.75,29562.4375,376.78125,456.295898438,420.0,86.0625,-235.21875,7354.17089844,-978.375,4296.859375,-58.34375,13621.5380859,413.4375,451.93359375,422.75,38.125
197.5,11857.6875,-933.3125,4326.15234375,-300.8125,15605.7148438,431.1875,644.71484375,400.78125,415.608398438,321.78125,3397.60839844,-945.40625,4568.80371094,-194.09375,24591.4599609,383.34375,349.350585938,420.65625,101.538085938,-224.625,7476.359375,-978.34375,4182.72558594,-72.875,11962.296875,417.03125,253.655273438,421.375,30.984375
194.40625,12068.6162109,-929.0625,4214.12109375,-317.625,12185.296875,433.84375,554.694335938,400.1875,426.52734375,319.9375,3329.68359375,-930.03125,3030.53027344,-214.1875,19616.4023438,384.46875,342.561523438,419.96875,93.7802734375,-205.21875,6642.23339844,-983.4375,3775.12109375,-89.46875,8535.62402344,418.28125,170.889648438,420.125,15.984375
205.125,11980.734375,-925.125,3958.296875,-333.53125,10359.3740234,436.1875,559.58984375,398.9375,426.37109375,316.25,3324.125,-925.84375,3049.06933594,-230.25,15629.0625,386.28125,283.389648438,419.6875,97.02734375,-202.15625,6526.38183594,-980.46875,3409.68652344,-100.1875,5889.52734375,417.71875,170.639648438,419.90625,12.8974609375
217.65625,12212.9755859,-926.03125,3891.09277344,-333.21875,10332.1083984,436.03125,559.842773438,400.375,431.546875,315.3125,3319.96484375,-921.9375,2672.87109375,-253.5625,10270.5585938,388.375,241.859375,419.15625,100.319335938,-192.1875,4808.83984375,-983.15625,3302.13183594,-95.53125,6165.12402344,416.3125,149.27734375,420.65625,13.6630859375
233.5625,8798.12109375,-937.28125,3057.82714844,-319.09375,10038.5849609,436.8125,508.08984375,400.59375,431.803710938,321.4375,3735.55859375,-917.125,2239.296875,-263.625,8711.546875,388.625,244.234375,419.0625,99.18359375,-200.09375,3702.33496094,-982.25,1690.6875,-78.1875,3743.08984375,415.59375,132.678710938,421.65625,10.3505859375
240.9375,6423.68359375,-946.6875,1816.77734375,-297.3125,7597.71484375,434.78125,459.670898438,404.25,295.6875,331.875,3025.296875,-924.03125,1653.78027344,-260.1875,8895.27734375,389.125,227.609375,419.9375,97.55859375,-198.28125,3553.38964844,-981.0625,1422.68359375,-64.875,2650.921875,416.8125,121.02734375,422.0625,11.55859375
225.0,3737.3125,-943.0625,1844.87109375,-275.8125,4122.21484375,434.09375,443.772460938,407.03125,196.155273438,341.03125,1723.46777344,-925.84375,1541.63183594,-233.34375,5161.41308594,388.15625,208.944335938,421.78125,74.2333984375,-195.53125,3609.37402344,-990.3125,952.21484375,-56.21875,1468.23339844,416.71875,119.202148438,422.125,11.421875
213.375,2367.859375,-937.625,1641.984375,-266.90625,2716.58496094,438.125,237.046875,407.78125,184.983398438,339.21875,1696.73339844,-933.65625,966.350585938,-215.6875,2361.96484375,386.625,182.984375,422.71875,60.8271484375,-181.28125,1573.51464844,-987.90625,966.647460938,-58.03125,1021.78027344,417.0625,105.49609375,421.71875,11.1396484375
210.9375,2348.37109375,-933.0625,1382.80859375,-266.875,2469.796875,436.46875,196.124023438,406.78125,164.108398438,331.59375,924.241210938,-932.78125,838.295898438,-209.0625,1474.37109375,387.625,136.296875,423.09375,56.8974609375,-172.78125,965.858398438,-992.625,813.046875,-63.84375,992.319335938,415.15625,80.2568359375,421.875,12.921875
238.8125,17000.7773438,-941.25,5470.0625,-289.21875,7150.42089844,433.5625,90.87109375,405.5625,184.12109375,333.125,798.609375,-929.5,586.0625,-208.40625,1276.92871094,388.21875,102.170898438,422.625,52.859375,-178.5625,1621.93359375,-991.46875,725.749023438,-73.125,1462.671875,413.90625,42.2099609375,422.40625,16.8662109375
342.03125,119169.967773,-933.09375,9625.64746094,-361.21875,43608.7958984,436.875,472.671875,413.84375,1020.56933594,337.71875,707.577148438,-930.71875,567.514648438,-211.28125,1193.63964844,386.0625,55.62109375,421.1875,27.21484375,-158.59375,11958.2412109,-994.15625,1011.50683594,-90.15625,5368.19433594,412.21875,77.9833984375,423.875,35.046875
446.21875,193383.045898,-875.75,48266.125,-405.9375,52154.4960938,441.0,548.6875,426.40625,2123.67871094,395.03125,38578.4677734,-934.96875,1171.78027344,-241.3125,13361.1523438,384.8125,48.77734375,421.09375,27.2099609375,-104.0625,42149.8710938,-1000.125,1321.109375,-116.4375,12235.1210938,408.59375,204.928710938,428.46875,188.249023438
494.0,186939.625,-780.5625,125607.996094,-416.0625,51763.0585938,442.71875,561.577148438,437.1875,2393.15234375,500.75,129188.0625,-894.40625,22078.1162109,-289.625,30047.734375,384.6875,85.58984375,423.75,80.875,-47.0625,66409.3710938,-1012.03125,2319.90527344,-144.90625,16282.0224609,403.8125,482.46484375,435.59375,581.053710938
523.4375,184369.371094,-672.375,204194.859375,-418.5,51447.875,443.6875,585.40234375,444.625,2360.359375,562.6875,144083.652344,-821.96875,67065.5302734,-323.40625,36141.1787109,380.40625,295.678710938,426.6875,91.33984375,-4.40625,71910.7412109,-1030.1875,5948.15234375,-164.125,16153.421875,399.28125,584.452148438,443.4375,947.62109375
563.875,181370.921875,-588.9375,224989.746094,-436.25,48952.5,442.375,703.984375,449.59375,2279.55371094,605.875,141375.109375,-741.71875,111674.827148,-337.3125,36590.8398438,376.5,362.1875,429.1875,105.08984375,28.5625,68471.1835938,-1042.6875,6302.46484375,-192.28125,17484.2021484,396.625,584.921875,449.9375,1126.05859375
599.75,168483.0,-534.03125,230381.280273,-464.78125,47474.7333984,441.875,895.109375,443.375,3400.796875,643.5625,138974.246094,-683.40625,122681.428711,-348.34375,35351.3505859,376.6875,380.33984375,432.53125,166.249023438,53.96875,65051.8427734,-1043.28125,6408.76464844,-231.28125,23616.4521484,393.46875,583.749023438,454.125,1098.296875
633.75,155304.0,-481.84375,220662.256836,-502.5,46346.1875,444.5,997.625,440.96875,3749.03027344,695.6875,134653.464844,-662.6875,117500.089844,-356.84375,34181.9443359,377.875,418.796875,435.9375,227.30859375,72.15625,62774.2568359,-1012.90625,18779.9599609,-282.0,30271.4375,393.21875,574.170898438,455.625,1026.984375
693.8125,152166.027344,-409.03125,205503.967773,-512.625,44829.546875,441.0625,1217.30859375,437.78125,4121.67089844,728.5,122864.25,-633.84375,109320.131836,-353.09375,36014.2724609,382.375,749.171875,438.90625,240.334960938,112.09375,58211.8974609,-966.5,41828.875,-340.75,41869.0625,393.875,629.484375,455.96875,1003.96777344
712.46875,136945.374023,-347.125,178818.359375,-511.75,69211.625,439.375,1802.546875,440.96875,4239.84277344,757.3125,109444.839844,-577.0625,108181.621094,-367.28125,35321.5771484,381.28125,809.514648438,440.3125,210.15234375,178.15625,65564.7568359,-925.15625,58333.0068359,-401.4375,50122.1210938,391.5,604.9375,456.21875,989.608398438
768.21875,112568.358398,-235.5625,171678.746094,-551.625,67879.359375,433.09375,2393.27246094,438.25,4799.3125,820.6875,98227.6523438,-501.9375,108868.121094,-385.90625,37802.9599609,379.0625,933.30859375,440.34375,210.225585938,236.90625,62790.5224609,-891.53125,64510.4990234,-490.90625,69188.3349609,390.75,592.8125,457.78125,932.170898438
774.0625,113938.308594,-197.96875,124310.155273,-528.65625,67749.0380859,432.65625,2401.78808594,432.875,4956.359375,904.34375,102851.975586,-431.59375,98145.8037109,-435.15625,52335.8818359,373.59375,1221.86621094,439.90625,226.897460938,300.5625,41414.7460938,-825.75,96992.8125,-519.09375,74016.5849609,390.25,652.4375,457.78125,960.670898438
695.6875,61320.1523438,-165.46875,102884.124023,-509.6875,54983.9648438,424.9375,1860.12109375,423.5,4416.25,865.78125,214574.920898,-332.4375,87545.5585938,-429.25,108157.875,375.28125,1329.95214844,440.0625,227.68359375,287.1875,43509.2773438,-784.09375,94978.6474609,-584.09375,86116.5224609,392.5,661.625,454.875,1120.046875
662.28125,50823.5146484,-187.875,103813.484375,-522.21875,57820.9208984,421.625,1721.546875,410.375,3274.171875,825.9375,201427.871094,-273.21875,60892.1083984,-417.875,116195.546875,372.03125,1323.84277344,438.28125,269.264648438,257.125,41415.796875,-730.84375,93792.7568359,-612.25,83399.625,399.40625,779.366210938,447.59375,1285.92871094
676.40625,48043.7412109,-229.96875,91166.9677734,-549.8125,58439.2148438,418.78125,1593.54589844,400.1875,2582.96484375,765.875,170055.296875,-270.8125,59941.3398438,-419.46875,117803.999023,374.0625,1293.05859375,434.75,334.625,257.6875,41429.5898438,-684.75,74419.0,-651.84375,75069.1318359,408.21875,737.670898438,438.15625,1088.25683594
680.375,47998.484375,-262.03125,75255.4677734,-578.625,56858.921875,417.1875,1540.90234375,392.21875,2070.17089844,756.0625,169064.308594,-278.0625,58481.3710938,-434.625,122456.484375,379.21875,1114.04589844,431.96875,361.967773438,276.21875,44401.6708984,-641.28125,48954.0146484,-699.46875,57479.4365234,410.375,631.484375,429.96875,697.967773438
684.96875,46294.5302734,-262.9375,72611.2460938,-599.4375,56035.3085938,419.46875,1408.87402344,387.34375,1695.16308594,756.71875,168620.327148,-267.3125,62554.4648438,-461.78125,127414.295898,380.71875,1085.95214844,429.40625,353.366210938,279.84375,43489.7568359,-610.9375,31700.3085938,-733.1875,47250.0273438,411.125,628.359375,424.15625,342.944335938
692.28125,45843.4521484,-218.03125,61715.3427734,-605.5625,56693.7460938,413.46875,1192.49902344,395.5,1211.9375,753.96875,168450.280273,-219.625,68817.859375,-500.9375,125293.058594,377.03125,1142.21777344,425.40625,257.741210938,298.0,37345.875,-599.90625,25616.2724609,-750.8125,40014.2773438,414.4375,536.37109375,421.84375,218.944335938
703.9375,43204.6210938,-195.90625,60995.5849609,-631.0,50185.375,410.375,1034.609375,400.21875,1164.98339844,738.625,165607.046875,-136.15625,46487.3193359,-545.4375,120786.121094,368.96875,1120.28027344,421.0,107.9375,295.25,37450.875,-607.9375,25929.5585938,-754.21875,39298.2333984,413.09375,531.647460938,421.84375,215.444335938
684.90625,27945.7724609,-174.15625,63474.6318359,-647.5625,49380.6835938,409.28125,953.702148438,405.375,1254.671875,732.5,166422.4375,-71.90625,34003.7099609,-593.71875,114094.389648,360.96875,896.655273438,419.0625,48.68359375,271.84375,41163.5068359,-624.90625,23974.9599609,-752.71875,37764.8896484,415.625,547.859375,422.0,219.6875
688.90625,23760.3349609,-162.6875,61996.1523438,-697.4375,13943.9335938,411.84375,271.756835938,403.8125,992.52734375,690.5,162970.3125,-38.34375,32919.6005859,-634.125,114537.859375,359.3125,890.83984375,418.75,37.9375,218.8125,36431.5273438,-623.4375,23336.8710938,-751.75,30030.8125,418.40625,461.866210938,422.40625,214.241210938
650.625,5375.546875,-133.3125,35532.1523438,-725.59375,9847.61621094,413.15625,137.194335938,411.6875,565.65234375,617.0,138971.8125,-16.78125,32263.6083984,-686.5,112349.3125,357.46875,831.686523438,419.125,38.859375,171.25,32254.75,-630.84375,21823.5068359,-743.0625,27932.7460938,420.28125,465.139648438,421.625,179.609375
633.75,6923.5625,-78.5,29667.125,-753.78125,4680.17089844,413.125,112.546875,410.96875,487.030273438,561.84375,123821.069336,-0.65625,29238.5380859,-685.5,110651.9375,359.3125,649.52734375,418.28125,32.1396484375,137.65625,27198.9755859,-646.5625,8877.68359375,-766.25,5620.5625,422.03125,385.905273438,424.15625,183.069335938
624.53125,8388.56152344,-37.65625,26762.6630859,-762.65625,4874.72558594,412.90625,105.584960938,413.375,439.109375,576.8125,42426.7773438,-15.96875,24558.5927734,-796.53125,21475.3115234,356.34375,409.413085938,417.65625,31.8505859375,122.90625,31256.8349609,-643.875,8796.421875,-761.90625,4125.39746094,424.625,383.234375,426.5,180.3125
617.1875,8789.83984375,7.75,17777.75,-772.78125,4818.10839844,413.28125,117.014648438,416.78125,378.233398438,532.96875,45651.0302734,-7.28125,21079.4521484,-812.3125,22134.4023438,357.625,422.171875,418.0,30.875,90.8125,32167.4023438,-638.21875,10283.6708984,-770.21875,3993.48339844,424.375,368.859375,429.28125,106.452148438
611.96875,8398.21777344,41.65625,11760.9755859,-785.625,4943.296875,412.96875,115.092773438,420.125,268.734375,489.78125,47041.0458984,1.4375,17084.2460938,-837.875,18656.359375,357.9375,446.55859375,419.40625,23.6162109375,38.09375,20080.3974609,-619.78125,10751.2958984,-785.09375,4851.64746094,426.3125,399.40234375,431.65625,46.4130859375
605.5,9498.8125,46.46875,10932.4990234,-802.78125,6469.04589844,408.9375,335.49609375,422.71875,179.702148438,439.5,42044.1875,-10.875,21490.734375,-865.6875,16621.4648438,358.59375,490.991210938,420.28125,26.0771484375,1.78125,12853.0458984,-592.71875,11224.8271484,-773.03125,8212.34277344,431.125,228.359375,431.03125,89.9677734375
575.78125,16241.4208984,0.90625,54161.7724609,-790.53125,11566.5615234,416.15625,819.131835938,437.28125,1717.63964844,395.0625,31098.9960938,-50.78125,34183.9833984,-896.0,14093.4375,360.96875,602.280273438,422.09375,56.6474609375,-12.4375,10721.1835938,-583.1875,9783.96484375,-745.78125,17606.7958984,432.8125,204.77734375,424.28125,542.452148438
534.71875,27694.9521484,19.03125,55634.8427734,-724.40625,74845.0537109,430.03125,2226.90527344,441.1875,2111.02734375,366.21875,19356.9833984,-99.6875,41566.5273438,-879.28125,27059.3271484,371.71875,1444.63964844,426.84375,238.631835938,-28.8125,5293.33984375,-601.6875,22761.7773438,-737.4375,19716.1210938,434.21875,181.108398438,414.09375,1353.89746094
509.90625,28422.2724609,19.59375,64592.1162109,-673.59375,105453.116211,439.59375,2649.11621094,418.84375,7662.50683594,347.53125,15640.5615234,-137.46875,37653.5615234,-845.5,45984.25,385.5,2043.25,427.53125,257.061523438,-18.78125,8231.23339844,-637.6875,39421.7773438,-729.09375,21835.5849609,428.25,757.6875,405.84375,1739.19433594
513.0,29833.75,-30.96875,90218.0302734,-691.0,113011.125,441.84375,2587.38183594,394.59375,12089.8037109,336.5,12870.1875,-165.0625,29344.1210938,-812.65625,59471.6005859,400.34375,2684.60058594,420.09375,891.959960938,-22.34375,8500.16308594,-672.5,49384.5,-691.34375,28611.4755859,418.84375,1557.13183594,399.375,1857.984375
508.71875,29658.3271484,-137.625,172764.546875,-721.6875,131403.902344,442.84375,2597.88183594,375.90625,13926.0849609,355.78125,19580.3583984,-218.15625,26540.5068359,-788.34375,63578.8505859,410.8125,2559.46484375,408.15625,2105.13183594,-24.78125,8481.54589844,-709.40625,59568.3037109,-639.34375,43687.1630859,415.34375,1664.60058594,393.375,1771.609375
536.59375,37680.0537109,-268.5625,274918.308594,-729.03125,135041.405273,445.40625,2496.11621094,367.09375,13781.9599609,386.71875,28569.5771484,-307.5625,59590.9335938,-773.8125,60905.7148438,414.65625,2220.91308594,398.03125,2886.84277344,-56.3125,19430.6523438,-751.6875,66947.4023438,-583.625,54249.484375,410.9375,1654.43359375,388.1875,1563.90234375
546.375,41289.546875,-382.5625,309722.746094,-697.15625,138621.694336,445.28125,2507.13964844,361.6875,13529.4023438,427.46875,36474.3115234,-430.71875,134928.327148,-740.0625,57614.8710938,420.25,1923.25,393.59375,2951.67871094,-79.375,25837.421875,-798.4375,66744.8710938,-516.1875,63313.0898438,410.46875,1648.12402344,385.96875,1415.71777344
520.96875,48556.7802734,-493.8125,309651.589844,-648.78125,147212.483398,444.625,2531.609375,362.28125,13643.4521484,465.46875,38422.4365234,-527.75,160528.9375,-696.8125,53777.3398438,423.40625,1744.67871094,393.28125,2942.20214844,-88.78125,26306.5458984,-843.09375,60331.8974609,-439.21875,75528.1708984,409.65625,1608.97558594,385.65625,1385.35058594
489.125,54823.859375,-594.4375,280314.621094,-591.78125,159512.295898,444.5,2535.875,365.0625,14069.4960938,478.9375,34907.2460938,-595.34375,161552.038086,-628.3125,61718.6523438,422.96875,1791.15527344,393.46875,2952.81152344,-99.96875,26717.4052734,-891.0,49845.875,-367.15625,70247.5068359,406.6875,1422.40234375,385.96875,1411.15527344
452.96875,58808.6552734,-691.15625,239770.006836,-531.4375,159777.683594,445.96875,2468.53027344,365.4375,14107.1210938,488.75,31132.3125,-665.96875,155488.092773,-556.34375,70774.2880859,421.5,1893.9375,394.375,3017.984375,-101.1875,26778.1523438,-936.53125,34984.9365234,-295.03125,52909.6552734,404.65625,1292.91308594,386.03125,1416.21777344
